"""Procedimento"";""Quantidade aprovada"";""Valor aprovado"""
"""0408020628 TRATAMENTO CIRURGICO DE SINDACTILIA DA MAO (POR ESPACO INTERDIGITAL)"";1630;333998,82"
"""0408020636 TRATAMENTO CIRURGICO DE SINOSTOSE RADIO ULNAR"";304;120822,30"
"""0408020644 TRATAMENTO CIRURGICO P/ CENTRALIZACAO DO PUNHO"";10519;2643839,63"
"""0408030011 ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR CINCO NIVEIS"";1887;5635945,27"
"""0408030020 ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR UM NIVEL"";1413;2434573,42"
"""0408030038 ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR DOIS NIVEIS"";2433;3384433,11"
"""0408030046 ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR SEIS NIVEIS"";877;1505995,26"
"""0408030054 ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS"";3720;10802325,80"
"""0408030062 ARTRODESE CERVICAL ANTERIOR TRES NIVEIS"";3090;7299496,18"
"""0408030070 ARTRODESE CERVICAL ANTERIOR DOIS NIVEIS"";8234;13182712,30"
"""0408030089 ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL"";374;682247,84"
"""0408030097 ARTRODESE CERVICAL ANTERIOR CINCO NIVEIS"";249;675798,98"
"""0408030100 ARTRODESE CERVICAL ANTERIOR QUATRO NIVEIS"";787;2340050,17"
"""0408030119 ARTRODESE CERVICAL ANTERIOR UM NIVEL"";8420;13154604,09"
"""0408030127 ARTRODESE CERVICAL POSTERIOR C1-C2"";662;921474,27"
"""0408030135 ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NIVEL"";5035;10870346,27"
"""0408030143 ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NIVEIS"";4268;10260715,85"
"""0408030151 ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NIVEIS"";1517;3480298,61"
"""0408030160 ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NIVEIS"";1933;4596228,93"
"""0408030178 ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR"";164;263036,52"
"""0408030186 ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR"";177;294049,00"
"""0408030194 ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR"";165;271400,60"
"""0408030208 ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR"";102;183790,68"
"""0408030216 ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR"";57;90882,09"
"""0408030224 ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR"";45;71564,20"
"""0408030232 ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NIVEL"";1179;2371869,55"
"""0408030240 ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS"";1723;3475386,70"
"""0408030259 ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,"";1113;3578872,57"
"""0408030267 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NIVEL"";5208;10759509,46"
"""0408030275 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRES NIVEIS"";9270;28107604,26"
"""0408030283 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NIVEIS"";5215;15328587,58"
"""0408030291 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NIVEIS,"";11739;36254564,67"
"""0408030305 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS,"";9685;27745104,94"
"""0408030313 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS,"";1475;4419332,69"
"""0408030321 ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,"";2603;7327275,57"
"""0408030330 COSTO-TRANSVERSECTOMIA"";597;694408,49"
"""0408030348 COSTOPLASTIA (3 OU MAIS COSTELAS)"";78;38485,32"
"""0408030356 DESCOMPRESSAO DA JUNCAO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA"";148;263483,91"
"""0408030364 DESCOMPRESSAO OSSEA NA JUNCAO CRANIO-CERVICAL VIA POSTERIOR"";691;1010051,97"
"""0408030372 DESCOMPRESSAO OSSEA NA JUNCAO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA"";1599;2810182,07"
"""0408030380 DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO)"";14792;30018573,65"
"""0408030399 DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)"";10473;8649371,85"
"""0408030402 DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS)"";5380;5882230,41"
"""0408030410 DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO)"";7341;14729147,38"
"""0408030429 DISCECTOMIA CERVICAL ANTERIOR (ATE 2 NIVEIS C/ MICROSCOPIO)"";2168;3995001,82"
"""0408030437 DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NIVEL)"";2340;3457435,61"
"""0408030445 DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NIVEIS)"";3383;5826893,69"
"""0408030453 DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NIVEIS)"";1210;2558557,96"
"""0408030461 DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NIVEL)"";873;1617817,62"
"""0408030470 DRENAGEM CIRURGICA DO ILIOPSOAS"";2468;710574,31"
"""0408030488 INSTALACAO DE TRACAO CRANIANA"";-;24459,75"
"""0408030500 RESSECCAO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS"";764;1729380,31"
"""0408030518 RESSECCAO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS"";1645;3707959,50"
"""0408030526 RESSECAO DE COCCIX"";117;22751,29"
"""0408030534 RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)"";12815;15027264,56"
"""0408030542 RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)"";15106;18016250,43"
"""0408030550 RESSECCAO DE UM CORPO VERTEBRAL CERVICAL"";1809;3486170,70"
"""0408030569 RESSECCAO DE UM CORPO VERTEBRAL TORACO-LOMBO-SACRO"";2066;4249564,54"
"""0408030577 RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA ANTERIOR"";135;268157,53"
"""0408030585 RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA POSTERIOR"";223;234301,49"
"""0408030593 RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA ANTERIOR"";75;126053,94"
"""0408030607 RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA POSTERIOR"";958;2000467,34"
"""0408030615 REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTOSE DA COLUNA TORACO-LOMBO-SACRA ANTERIOR"";584;1209559,41"
"""0408030623 REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTROSE DA COLUNA CERVICAL POSTERIOR"";512;872332,02"
"""0408030631 REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR"";3682;6932448,23"
"""0408030640 REVISAO DE ARTRODESE TRATAMENTO CIRURGICO DE PSEUDOARTORSE DA COLUNA CERVICAL ANTERIOR"";388;571996,36"
"""0408030658 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NIVEIS"";173;728391,65"
"""0408030666 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NIVEIS"";51;219516,57"
"""0408030674 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NIVEIS"";182;360472,86"
"""0408030682 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NIVEIS"";97;201147,45"
"""0408030690 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATE OITO NIVEIS"";124;338119,47"
"""0408030704 VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NIVEL"";567;604414,88"
"""0408030712 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NIVEIS"";114;326687,86"
"""0408030720 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NIVEIS"";35;116043,32"
"""0408030739 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS"";493;1405735,53"
"""0408030747 TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE)"";165;337152,66"
"""0408030755 TRATAMENTO CIRURGICO DE TORCICOLO CONGENITO"";123;31072,96"
"""0408030763 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS"";434;1775188,45"
"""0408030771 TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO"";222;74887,65"
"""0408030780 VERTEBROPLASTIA POR DISPOSITIVO GUIADO DOIS NIVEIS"";227;270687,36"
"""0408030798 VERTEBROPLASTIA POR DISPOSITIVO GUIADO TRES NIVEIS"";88;91888,14"
"""0408030801 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS"";3119;13089494,74"
"""0408030810 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS"";495;1912347,67"
"""0408030828 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NIVEIS"";420;1684960,96"
"""0408030836 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NIVEIS"";1007;2814177,78"
"""0408030844 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRES NIVEIS"";339;990722,79"
"""0408030852 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NIVEIS"";759;2128082,94"
"""0408030860 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NIVEIS"";381;1361403,91"
"""0408030879 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRES NIVEIS"";1502;4330898,51"
"""0408030887 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NIVEIS"";1289;3686147,59"
"""0408030895 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS"";2422;6917063,22"
"""0408030909 TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NIVEIS"";331;1149888,19"
"""0408030917 ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR QUATRO NIVEIS"";1823;5526730,96"
"""0408040017 ARTRODESE COXOFEMORAL"";360;595987,87"
"""0408040025 ARTRODESE DA SINFISE PUBICA"";2279;1952139,64"
"""0408040033 ARTRODESE DE ARTICULACOES SACROILIACAS"";1119;1004078,05"
"""0408040041 ARTROPLASTIA DE QUADRIL (NAO CONVENCIONAL)"";799;1454593,66"
"""0408040050 ARTROPLASTIA PARCIAL DE QUADRIL"";57498;116782412,37"
"""0408040068 ARTROPLASTIA TOTAL DE CONVERSAO DO QUADRIL"";3444;9552866,84"
"""0408040076 ARTROPLASTIA DE REVISAO OU RECONSTRUCAO DO QUADRIL"";16327;54657050,09"
"""0408040084 ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA"";23364;66193598,51"
"""0408040092 ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA"";85590;223135131,86"
"""0408040106 DESARTICULACAO COXOFEMORAL"";1381;2695050,54"
"""0408040114 DESARTICULACAO INTERILIO-ABDOMINAL"";25;51662,67"
"""0408040122 EPIFISIODESE DO TROCANTER MAIOR DO FEMUR"";1385;1093011,18"
"""0408040130 EPIFISIODESE FEMORAL PROXIMAL IN SITU"";5699;4517130,86"
"""0408040149 OSTECTOMIA DA PELVE"";2587;2410100,23"
"""0408040157 OSTEOTOMIA DA PELVE"";7925;7287787,98"
"""0408040165 RECONSTRUCAO OSTEOPLASTICA DO QUADRIL"";4496;7006036,86"
"""0408040173 REDUCAO INCRUENTA C/ MANIPULACAO DE LUXACAO ESPONTANEA / PROGRESSIVA DO QUADRIL COM APLICACA"";2164;330921,93"
"""0408040181 REDUCAO INCRUENTA DE LUXACAO CONGENITA COXOFEMORAL"";790;120951,61"
"""0408040190 REDUCAO INCRUENTA DE LUXACAO COXOFEMORAL TRAUMATICA / POS-ARTROPLASTIA"";20855;3245373,53"
"""0408040203 REDUCAO INCRUENTA DISJUNCAO / LUXACAO / FRATURA / FRATURA-LUXACAO AO NIVEL DO ANEL PELVICO"";4218;571213,07"
"""0408040211 RETIRADA DE ENXERTO AUTOGENO DE ILIACO"";12061;739393,57"
"""0408040220 REVISAO CIRURGICA DE LUXACAO COXOFEMORAL CONGENITA"";221;398529,80"
"""0408040238 TRANSPOSICAO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENCA NEUROMUSCULAR"";560;453440,60"
"""0408040246 TRATAMENTO CIRURGICO DA AVULSAO DE TUBEROSIDADES / ESPINHAS E CRISTA ILIACA S/ LESAO DO ANEL PEL"";488;99496,47"
"""0408040254 TRATAMENTO CIRURGICO DE ASSOCIACAO FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL P"";11433;13647669,21"
"""0408040262 TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO ANTER"";12860;13035289,84"
"""0408040270 TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO DO COCCIX"";85;17494,41"
"""0408040289 TRATAMENTO CIRURGICO DE FRATURA / LUXACAO COXOFEMORAL C/ FRATURA DA EPIFISE FEMORAL"";2400;5009763,18"
"""0408040297 TRATAMENTO CIRURGICO DE FRATURA DO ACETABULO"";12298;25853604,18"
"""0408040300 TRATAMENTO CIRURGICO DE FRATURA DO SACRO"";1663;362839,57"
"""0408040319 TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DA ARTICULACAO COXOFEMORAL (DUPLO ACESSO)"";641;1156949,23"
"""0408040327 TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL CONGENITA"";1398;2405126,29"
"""0408040335 TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA"";2296;4327591,92"
"""0408040343 TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL"";2632;4290835,30"
"""0408050012 AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES"";191831;194407227,60"
"""0408050020 AMPUTACAO / DESARTICULACAO DE PE E TARSO"";57721;15976074,81"
"""0408050039 ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR"";19213;8439402,07"
"""0408050047 ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL)"";536;1879593,86"
"""0408050055 ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO"";6317;20833585,49"
"""0408050063 ARTROPLASTIA TOTAL PRIMARIA DO JOELHO"";56348;149814857,33"
"""0408050071 ARTROPLASTIA UNICOMPARTIMENTAL PRIMARIA DO JOELHO"";173;282007,41"
"""0408050080 FASCIOTOMIA DE MEMBROS INFERIORES"";40771;14628834,88"
"""0408050098 INSTALACAO DE TRACAO ESQUELETICA DO MEMBRO INFERIOR"";-;384260,25"
"""0408050101 PATELECTOMIA TOTAL OU PARCIAL"";3359;1163868,86"
"""0408050110 QUADRICEPSPLASTIA"";10583;18783877,88"
"""0408050128 REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO"";12891;4054528,21"
"""0408050136 RECONSTRUCAODE TENDAO PATELAR / TENDAO QUADRICIPITAL"";21779;39075144,52"
"""0408050144 RECONSTRUCAO LIGAMENTAR DO TORNOZELO"";35128;15961648,40"
"""0408050152 RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO"";16870;11241453,43"
"""0408050160 RECONSTRUCAOLIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR)"";106038;365535275,03"
"""0408050179 RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR COM OU SEM ANTERIOR)"";9086;17035756,78"
"""0408050195 REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE"";9077;1036073,53"
"""0408050209 REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS"";5198;594392,69"
"""0408050217 REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO"";18197;2525068,83"
"""0408050225 REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA"";19955;2140296,09"
"""0408050233 REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR"";23671;3155547,61"
"""0408050241 REDUCAO INCRUENTA DE FRATURA DOS OSSOS DO TARSO"";2193;259904,98"
"""0408050250 REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO"";3121;367644,74"
"""0408050268 REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO"";3295;380678,36"
"""0408050276 REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR"";1300;138451,48"
"""0408050284 REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO SUBTALAR E INTRATARSICA"";820;103257,95"
"""0408050292 REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA"";1649;197817,74"
"""0408050306 REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA PERNA"";11;30473,42"
"""0408050314 REIMPLANTE DO TERCO MEDIO DA PERNA ATE O PE"";18;51067,46"
"""0408050322 REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO"";2548;535634,08"
"""0408050330 REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)"";13654;2568730,16"
"""0408050349 REVISAO CIRURGICA DO PE TORTO CONGENITO"";2830;1128256,15"
"""0408050357 SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)"";525;160536,57"
"""0408050365 TALECTOMIA"";423;119202,24"
"""0408050373 TENOSINOVECTOMIA EM MEMBRO INFERIOR"";11936;4226842,76"
"""0408050381 TRANSFERENCIA DO GRANDE TROCANTER (PROCEDIMENTO ISOLADO)"";57;43447,88"
"""0408050390 TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR"";9724;5406519,53"
"""0408050403 TRANSPLANTE DE MENISCO"";13;25280,77"
"""0408050411 TRANSPOSICAO DA FIBULA PARA A TIBIA"";138;92806,63"
"""0408050420 TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES"";1021;424842,37"
"""0408050438 TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER"";2194;1840015,19"
"""0408050446 TRATAMENTO CIRURGICO DE COALIZAO TARSAL"";546;166646,44"
"""0408050454 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE"";13044;3712293,30"
"""0408050462 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS"";54635;15835684,51"
"""0408050470 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS"";40963;14970573,68"
"""0408050489 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)"";62996;63176839,44"
"""0408050497 TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO"";237368;110829191,14"
"""0408050500 TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA"";319058;311016538,73"
"""0408050519 TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR"";187801;213881771,44"
"""0408050527 TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA"";57400;30894164,71"
"""0408050535 TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO"";42568;11489486,85"
"""0408050543 TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL"";74027;36633755,20"
"""0408050551 TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL"";132578;55917567,35"
"""0408050560 TRATAMENTO CIRURGICO DE FRATURA DO TALUS"";7515;2095464,05"
"""0408050578 TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR"";189584;98236393,52"
"""0408050586 TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR"";15633;6572629,06"
"""0408050594 TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO"";7595;3138650,52"
"""0408050608 TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA"";15312;9241846,19"
"""0408050616 TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA"";44671;35814842,44"
"""0408050624 TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL)"";38425;43767278,27"
"""0408050632 TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA"";193006;217992404,44"
"""0408050640 TRATAMENTO CIRURGICO DE GIGANTISMO DO PE"";47;14997,92"
"""0408050659 TRATAMENTO CIRURGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO"";14595;6473459,61"
"""0408050667 TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)"";46333;23417406,85"
"""0408050675 TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO INFERIOR"";2701;1396034,70"
"""0408050683 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO"";19651;9046219,99"
"""0408050691 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA"";31643;9518790,33"
"""0408050705 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO SUBTALAR E INTRA-TARSICA"";3771;1168955,43"
"""0408050713 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA"";18711;5722849,18"
"""0408050721 TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO"";433;120671,79"
"""0408050730 TRATAMENTO CIRURGICO DE PE CAVO"";1816;540625,71"
"""0408050748 TRATAMENTO CIRURGICO DE PE PLANO VALGO"";3970;1246894,65"
"""0408050756 TRATAMENTO CIRURGICO DE PE TALO VERTICAL"";468;190949,79"
"""0408050764 TRATAMENTO CIRURGICO DE PE TORTO CONGENITO"";16508;5374572,97"
"""0408050772 TRATAMENTO CIRURGICO DE PE TORTO CONGENITO INVETERADO"";1431;565864,84"
"""0408050780 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA AO NIVEL DO TARSO"";807;259904,88"
"""0408050799 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE DO FEMU"";9873;8058544,57"
"""0408050802 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA REGIAO TROCANTER"";1355;1092907,93"
"""0408050810 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO COLO DO FEMUR"";2838;3069410,93"
"""0408050829 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO PE"";1051;302396,01"
"""0408050837 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO"";4269;3503656,57"
"""0408050845 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO AO NIVEL DO JOELHO"";2346;972126,25"
"""0408050853 TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA"";828;504134,67"
"""0408050861 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE TIBIAL"";21927;18008521,78"
"""0408050870 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL"";7308;4667647,58"
"""0408050888 TRATAMENTO CIRURGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL"";34126;22369975,03"
"""0408050896 TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL"";108221;80854261,48"
"""0408050900 TRATAMENTO CIRURGICO DO HALUX RIGIDUS"";1399;432191,23"
"""0408050918 TRATAMENTO CIRURGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO"";1972;766713,84"
"""0408050926 TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO"";62724;98341590,21"
"""0408060018 ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO"";15921;4449969,13"
"""0408060026 ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MAO E/OU DO PE"";646;171635,73"
"""0408060034 ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)"";7028;6918944,60"
"""0408060042 AMPUTACAO / DESARTICULACAO DE DEDO"";280281;102500666,63"
"""0408060050 ARTRODESE DE PEQUENAS ARTICULACOES"";11736;2847143,87"
"""0408060069 ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO"";7747;8809405,79"
"""0408060077 ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES"";1208;379118,40"
"""0408060085 BURSECTOMIA"";36849;12509251,89"
"""0408060093 DESCOMPRESSAO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA"";17125;13550682,09"
"""0408060107 DIAFISECTOMIA DE OSSOS LONGOS"";523;236461,85"
